PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Julho 2025 - 06 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,92693118000160,"R$9.276.143,36",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,RJ
CJ020 CABERJ  - RIO DE JANEIRO - RJ,42182170000184,"-R$34.350,26",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ021 CASSI - RIO DE JANEIRO - RJ,33719485001956,"R$458.638,34",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,RJ
CJ026 CECON CENTRO CAPIXABA DE ONCOLOGIA - VITORIA - ES,39315171000145,"R$7.751,04",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ032 CTO - TRES RIOS - RJ,11813989000179,"R$145.277,88",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ033 CTO - PETROPOLIS - RJ,30638381000108,"R$586.345,80",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ045 CMS CENTRAL DE MANIPULACAO - BARRA DA TIJUCA - RJ,10479522000171,"R$116.204,67",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ046 COI CLINICAS ONCOLOGICAS INTEGRADAS - BARRA DA TIJUCA - RJ,39086160000130,"R$271.479,86",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ048 HOSPITAL SAO JOSE DO AVAI - ITAPERUNA - RJ,29640612000120,"R$397.467,92",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ050 DOM ONCOLOGIA - DIVINOPOLIS - MG,15420930000171,"R$983.090,07",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ054 HOSPITAL PAULISTANO BELA VISTA - SAO PAULO - SP,51722957015708,"R$493.320,41",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ058 ESHO EMPRESA DE SERVICOS HOSPITALARES - SAO PAULO - SP,29435005009932,"R$231.053,74",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ066 FUNDACAO CRISTIANO VARELLA - MURIAE - MG,00961315000103,"R$47.692,48",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ071 HOSPITAL FELICIO ROCHO - BELO HORIZONTE - MG,17214149000176,"R$5.646.455,86",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ075 ASSIM SAUDE - RIO DE JANEIRO - RJ,31925548000176,"R$96.901,38",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ087 HOSPITAL MATER DEI SA SANTO AGOSTINHO - BELO HORIZONTE - MG,16676520000159,"R$815.145,37",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ088 HOSPITAL MATER DEI SA BARRO PRETO - BELO HORIZONTE - MG,16676520000582,"R$1.227.254,85",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ089 HOSPITAL MERIDIONAL DE SAO MATEUS - CAPARINA - ES,10427478000156,"R$431.537,46",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ090 HOSPITAL MERIDIONAL CARIACICA - ES,00625711000151,"R$426.426,01",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ091 HOSPITAL PRAIA DA COSTA - VILA VELHA - ES,39298922000162,"R$150.430,74",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ096 HOSPITAL ADVENTISTA SILVESTRE - RIO DE JANEIRO - RJ,73696718000219,"R$19.906,83",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ099 I.O.M. - MACAE - RJ,04965920000103,"R$392.962,65",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ102 SANTA CASA DE MISERICORDIA DE RIO CLARO - SP,56384183000140,"R$444.843,02",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ106 MEDCLINICA DO CENTRO DE TERESOPOLIS - RJ,36238913000198,"R$53.363,00",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ118 ONCO & HEMATO SERVICOS MEDICOS - VITORIA - ES,01420861000272,"R$153.483,10",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ129 ONKO SOL ASSISTENCIA MEDICA ONCOLOGICA - CABO FRIO - RJ,04703117000192,"R$1.396.074,40",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ130 GARANTIA DE SAUDE BOTAFOGO - RIO DE JANEIRO - RJ,02774736000142,"R$1.357.654,73",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1330 QUALITY HEALTH CARE - BRASILIA - DF,13604595000136,"R$68.170,77",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,DF
CJ1334 UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MEDICO - MG,21839519000561,"R$116.264,31",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1339 HOSPITAL 22 DE OUTUBRO - MOGI MIRIM - SP,05770973000123,"R$266.751,11",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1357 UNIMED DE OURINHOS COOPERATIVA DE TRABALHO MEDICO - OURINHOS - SP,51427540000600,"R$36.058,44",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1364 SAO FRANCISCO VIDA - JACAREI - SP,14946109000120,"R$800.651,92",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1381 UNIMED SUL PAULISTA ITAPETININGA - SP,57149775000574,"R$46.386,56",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ139 SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI - MG,24729097000136,"R$349.502,68",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1398 ASSOCIAÇAO DOS FORNECEDORES DE CANA DE PIRACICABA - SP,54384631000261,"R$637.407,95",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1429 HOSPITAL DONA HELENA - JOINVILLE - SC,84694405000167,"R$1.202.121,25",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ144 HOSPITAL SIRIO LIBANES BELA VISTA - SAO PAULO - SP,61590410000124,"R$25.610.581,68",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ148 HOSPITAL SAO PAULO - ARARAQUARA - SP,45272366001553,"R$3.354.507,13",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ149 HOSPITAL UNIMED ARARAS - SP,54012406000385,"R$852.436,20",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ150 UNIMED BELO HORIZONTE - BETIM - MG,16513178006611,"R$160.200,22",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ152 UNIMED CAMPOS DOS GOYTACAZES - RJ,40294225000201,"R$517.123,70",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ156 UNIMED DE BARRA MANSA - SP,29290152000158,"R$536.152,94",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1568 HOSPITAL UNIMED RIO VERDE - GO,37275625000419,"R$64.093,35",MARIA EDUARDA  SOUZA FARIAS,10 WENDEL- VILARINHO REPRESENTAÇÕES LTDA,GO
CJ157 HOSPITAL UNIMED BIRIGUI - SP,65732836000398,"R$452.173,17",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1572 UNIMED GERAIS DE MINAS - CURVELO - MG,26189530000113,"R$535.230,24",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ159 UNIMED DE NOVA FRIBURGO - RJ,29135795000208,"R$1.624.289,53",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ161 UNIMED DE PIRACICABA - SP,44803922000293,"R$2.710.766,09",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ163 HOSPITAL UNIMED SANTA BARBARA D'OESTE - SP,48628366000217,"R$2.754.164,72",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ164 UNIMED DE VOLTA REDONDA - RJ,35917970000726,"R$1.893.709,78",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1643 CLICASSI BELO HORIZONTE - MG,33719485001018,"R$260.413,43",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,MG
CJ166 UNIMED JUIZ DE FORA - MG,17689407000170,"R$220.699,63",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1665 IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRACICABA - SP,54370630000187,"R$106.032,78",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1681 HOSPITAL SIRIO LIBANES UNIDADE ITAIM - SP,61590410000396,"R$246.566,97",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ169 HOSPITAL UNIMED NOROESTE CAPIXABA - COLATINA - ES,39384664000218,"R$187.737,10",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ1691 INSTITUTO D CLINICAS E CIRURGIA DE JUIZ DE F,25415993000193,"R$105.161,39",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ172 UNIMED NORTE FLUMINENSE - SILVA JARDIM - RJ,30417661000188,"R$134.615,23",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ173 UNIMED NOVA IGUACU - RJ,28714533000154,"R$2.291.773,89",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ174 HOSPITAL UNIMED PETROPOLIS - RJ,28806545000532,"R$90.335,98",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1742 CRUZ AZUL DE SAO PAULO - SP,62106505000192,"R$281.152,95",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ176 HOSPITAL UNIMED RESENDE - RJ,68709211000212,"R$404.436,40",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1760 CASA DE SAUDE SANTA THEREZINHA TIJUCA - RIO DE JANEIRO - RJ,33575127000600,"R$7.465,06",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ1779 AUSTACLINICAS ASSISTENCIA MEDICA E HOSPITALAR - SAO JOSE DO RIO PRETO - SP,59847780000152,"R$847.825,38",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1796 HOSPITAL DO CIRCULO - CAXIAS DO SUL - RS,88645403001372,"R$413.707,02",MATEUS AUGUSTO LEME CRISPIM,15 MARCIA-MNUNES REPRESENTACAO,RS
CJ180 UNIMED RIO BARRA DA TIJUCA - RIO DE JANEIRO - RJ,09219138000584,"R$38.802,66",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ182 SANTOS DUMONT HOSPITAL - UNIDADE TIVOLI - SAO JOSE DOS CAMPO - SP,60214517001691,"R$4.237.751,98",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ183 UNIMED DE SAO JOSE DO RIO PRETO - JARDIM ALTO DO RIO PRETO - SP,45100138000362,"R$9.740.219,68",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1830 UNIMED DE BAURU - SP,44456036000311,"R$2.542.858,66",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ186 HOSPITAL UNIMED VITORIA - ES,27578434001525,"R$22.206.063,54",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ189 NEON - VILA VELHA - ES,04786490000154,"R$232.386,39",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ1900 COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA - SP,45615309000124,"R$517.324,23",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ193 HOSPITAL SIRIO LIBANES - ASA SUL - BRASILIA - DF,61590410000558,"R$3.182.362,80",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,DF
CJ194 HOSPITAL SIRIO LIBANES IV - ASA SUL - BRASILIA - DF,61590410001287,"R$11.112.921,10",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,DF
CJ195 UNIMED RONDONOPOLIS - MT,24676884000914,"R$3.340,05",Vanusa Garcia Da Silva,7 779 CAIO LEME DE SOUZA TIROTI,MT
CJ1994 PETROLEO BRASILEIRO - RIO DE JANEIRO - RJ,39427632000171,"R$96.604,24",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ2001 UNIMED DE SANTOS - SP,58229691001402,"R$3.220.491,01",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ2007 HOSPITAL SAO VICENTE - SAO JOSÉ DO RIO PARDO -SP,59901454000186,"R$131.313,82",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2020 UNIMED DE ASSIS - SP,54991211000405,"R$28.790,96",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2022 HOSPITAL UNIMED LIMEIRA - SP,50480953000253,"R$1.707.161,63",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ203 UNIMED DE BARRETOS - SP,71925531000303,"R$184.754,27",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2032 UNIMED CAMPINAS - SP,46124624002599,"R$2.672,95",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ2034 UNIMED DE JUNDIAI - SP,56727134000163,"R$1.008.124,75",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ204 UNIMED LESTE PAULISTA - SAO JOAO DA BOA VISTA - SP,53678264000246,"R$2.075.495,11",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ206 HOSPITAL UNIMED SUL CAPIXABA - CACHOEIRO DE ITAPEMIRIM - ES,32440968002098,"R$1.080.259,48",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ208 UNIMED DE SAO ROQUE - SP,74521188000230,"R$423.043,23",BHEATRIZ M BRAND BAPTISTA,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ210 CLINICASSI - BRASILIA - DF,33719485006087,"R$218.605,93",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,DF
CJ2141 UNIMED DE MARILIA - SALGADO FILHO - SP,66872888000160,"R$4.317.599,74",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2173 HOSPITAL UNIMED ITAJUBA - MG,23802218000246,"R$90.757,45",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2185 HOSPITAL BENEFICENTE UNIMAR - MARILIA - SP,09528436000122,"R$2.102.929,99",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2288 GS PLANO GLOBAL DE SAUDE - NOVA FRIBURGO - RJ,04165719000133,"R$80.319,74",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ2411 HOSPITAL MATER DEI BETIM - MG,16676520000825,"R$56.901,82",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ2624 ONCOFARMA - SANTO AMARO - SP,01529206000176,"R$44.290,26",NATHALIA RODRIGUES RAMOS MAINIER,22 SIRLENE MARCELINO,SP
CJ2630 UNIMED DE AVARE - SP,50368034000373,"R$713.500,27",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ2633 UNIMED DE CAPIVARI COOPERATIVA DE TRABALHO MEDICO - CAPIVARI - SP,59499251000296,"R$187.098,67",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
