PONTUAL FARMACEUTICA
CONTROLADORA : PONTUAL FARMACÊUTICA NR2006
Resumo de vendas por cliente
01 Abril 2024 - 11 Fevereiro 2026


Cliente ,CNPJ/CPF ,Vendas ,Representante de vendas ,Parceiro ,UF 
CF4635 TEREZA MOGAMI,98946145749,"R$556,00",,,RJ
CF4643 FRANCISCO DE ASSIS CARNEIRO DA SILVEIRA,30092485120,"R$1.616,96",,,GO
CF4644 JOÃO CARLOS FERREIRA,10154231754,"R$556,00",,,RJ
CF4664 JOAO FRANCISCO P NETTO,56093853772,"R$2.263,39",,,RJ
CF4669 FABIO L DOS SANTOS,08710666702,"R$2.374,13",,,RJ
CF4706 FATIMA MORGADO BRITTO,37059700706,"R$556,00",,,RJ
CF4713 WANDA ESTEVAM COELHO,23942908700,"R$556,00",,,RJ
CF4727 MAGALI DA COSTA ALVES,70445478772,"R$576,00",,,RJ
CF4732 SÔNIA VASCONCELOS MACHADO,44479468749,"R$556,00",,,RJ
CF4735 ANTÔNIO LUCAS FARIA DA SILVA LIMA,16904556757,"R$556,00",,,RJ
CF4736 EMILIA DE FRANÇA ROSA,01320140769,"R$556,00",,,RJ
CF4738 ROSANGELA APARECIDA MENDONÇA LEITE,66459664587,"R$556,00",,,RJ
CF4739 JOEL DUARTE SABINO,01842204165,"R$30.000,00",,,DF
CF4740 MARCELO VIANA GUIMARAES,61282553100,"R$18.789,61",,,GO
CF4746 GILMAR ANTONIO CANDIDO,07535892736,"R$556,00",,,RJ
CF4754 FLAVIA LIMA DE OLIVEIRA CAPINAN,10481805737,"R$556,00",,,RJ
CF4762 MARCELO BARRETO DA SILVA,00858057778,"R$556,00",,,RJ
CF4769 CLAUDIA SANTANA DE SOUZA CORREA,59574623734,"R$556,00",,,RJ
CF4775 MARIA LUCIA MERÇON,00853045739,"R$312,81",,,RJ
CF4776 VALERIA FERREIRA SODRE MONICA,00063588706,"R$556,00",,,RJ
CF4790 MARCELLA MONNERAT DE SOUZA MACHADO,09980433701,"R$556,00",,,RJ
CF4806 RICARDO R OLIVERO,09272650798,"R$104,40",,,RJ
CF4938 Glenio Jose Martins,78932343187,"R$11.250,00",,,GO
CF4939 ARCHIMEDES KATAGI,54909015787,"R$3.978,00",,,
CF4973 LUCAS SILVEIRA DE ALMEIDA,19866918700,"R$1.978,00",,,RJ
CF4974 POOL RESCUE,13116142000160,"R$19.780,00",,,RJ
CF5058 IGNACIO DE SOUZA MOITTA NETO,54642841768,"R$665.900,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CF5381 JAEL PATRICIA SANTOS SOARES,77557689453,"R$16.354,29",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,
CF5384 RITA TEREZA CUNHA PAES,98368648653,"R$41.883,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF5385 LIDER VEICULOS SA,02789552001209,"R$47.000,00",,,
CF5386 RENATA TOLEDO LOPES CHIARELI,04674791600,"R$25.699,60",ADRIANA PIRES DE ARAUJO,,MG
CF5410 DIEGO RIBEIRO,96264926000,"R$20.283,59",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RS
CF5462 BRUNA GOMIDE,06079916665,"R$19.449,34",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF5469 CARLA MOREIRA ALBHY,37041832880,"R$2.336,33",ADRIANA PIRES DE ARAUJO,,SP
CF5506 EURO IMPORT COMERCIO E SERVICOS LTDA,05385004000582,"R$29.280,00",,,
CF5513 FELIPI ZAMBON,05522131799,"R$25.699,67",,,ES
CF5543 ALEX REIS FERREIRA,01536845698,"R$14.017,96",ADRIANA PIRES DE ARAUJO,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF5568 GABRIEL LEIVAS PROTO,00118409000,"R$17.273,16",ADRIANA PIRES DE ARAUJO,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RS
CF5573 GERMANO DALFITO,38753254864,"R$2.336,33",,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5577 ALEXANDRE DURAO ALVES PEREIRA,09402246746,"R$2.336,33",,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CF5643 ALINE CRISTINA FIORAVANTI LUIS ALIONIS,21593016808,"R$7.229,40",,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5644 VINICIUS PAGANINI NASCIMENTO,14793392881,"R$18.890,08",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5666 JACQUELINE MENDONÇA LOPES DE FARIA,15003251807,"R$2.336,33",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5669 ELIANA SOUZA RODRIGUES,90737466120,"R$32.708,70",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RO
CF5687 PABLO FELIPE RODRIGUES,27735526873,"R$2.336,33",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5699 VERONICA FRANCO DE CASTRO LIMA,80489940544,"R$7.008,99",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,BA
CF5705 LUCAS PEREZ VICENTE,32732366803,"R$49.541,54",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,CE
CF5712 PAULO DE SOUZA SEGUNDO,02969385481,"R$16.457,17",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RN
CF5722 SONIA VERVLOET BRAZ,76949028253,"R$82.146,34",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RO
CF5739 RAFAEL C ASTORGA,05611525946,"R$25.699,67",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SC
CF5740 RICARDO AZEVEDO PONTES DE CARVALHO,88515087472,"-R$1.431,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PB
CF5741 Leonardo Ferreira Jorge,03629319688,"R$25.390,04",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF5764 Theodomiro Lourenço Garrido Neto,33726167234,"R$16.354,30",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,AM
CF5765 VINICIUS CLEMENTINO FALCAO,32258047897,"R$7.008,98",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5806 Somaia M Teixeira,24999137895,"R$23.363,27",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5814 LUIZ ANTONIO DE CARVALHO  CAVALCANTI AUGUSTO,22848349735,"R$704.411,25",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CF5817 RICARDO TORRES SOARES,48551007653,"R$25.699,60",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5832 Carlos A Jorge,02702917844,"R$4.672,66",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5838 GUSTAVO SOUZA CAMPOS,06321969630,"R$32.283,83",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF5845 Lorival M Cardoso,11869488091,"R$7.009,00",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RS
CF5862 Aníbal Mutti,31028919859,"R$2.336,33",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5877 HUGO ALISSANDRO BERNANDES DE ALCANTARA,02640650939,"R$7.009,01",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PR
CF5881 HIDEKI B HIROTA,00478966121,"R$16.553,74",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MT
CF5887 Gustavo H Araujo Salomao,27086643874,"R$16.354,29",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF5915 MARCELA FERREIRA CORDELLINI,06658835950,"R$5.647,79",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,
CF5993 RODRIGO DANTAS NAGASHIMA,00825016452,"R$25.699,61",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,CE
CF6019 MAURICIO B LOUREIRO CELINO,91110815468,"R$7.008,98",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PB
CF6020 ROGER SIMÕES,10768855780,"R$11.681,64",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF6044 LUCIANO MOREIRA PINTO,70655545387,"R$16.354,29",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF6057 FREDERICO LIRIO NASCIMENTO DA SILVA,09432774775,"R$34.195,39",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CF6095 RAFAEL CARDOSO DE OLIVEIRA,87821788953,"R$116.816,76",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,
CF6105 MOISES AUGUSTO DELSIN GOMES,36934881850,"R$16.354,29",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CF6106 ICARO AUGUSTO GODINHO,07262352610,"R$7.008,99",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF6143 LUNARDE TADEU BIANCHETTI,13697790625,"R$6.265,62",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,MG
CF6145 FERNANDO BALDESSIN MARIM,06862318721,"R$15.664,01",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CF6167 RENATO VIEIRA GOMES,05444617706,"R$18.796,81",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CF6186 NATALIA DE CARVALHO DIAS,06349406435,"R$1.566,41",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,PE
CF6209 ELIONALDO FREITAS,11732838461,"R$8,30",,,
CF6210 ISABELLA FELIX QUNTANILHA YAMANE,10886146712,"R$2.008,21",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CF6215 MATEUS INACIO LEMES DE RESENDE,01229809139,"R$4.699,20",,,MT
CF6224 CLAUDIO DO CARMO CHAVES FILHO,66215919268,"R$1.566,40",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,AM
CF750 MARIA ANGELA PARANHOS TROTTA,19779674772,"R$870,00",,,RJ
CJ003 HOSPITAL DA LUZ VILA MARIANA - SAO PAULO - SP,51722957000506,"R$2.041,67",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ006 AMIL ASSISTENCIA MEDICA INTERNACIONAL - RIO DE JANEIRO - RJ,29309127012266,"R$3.122.230,43",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ010 HOSPITAL EVANGELICO DE VILA VELHA - ES,28127926000161,"R$72.418,70",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ011 HOSPITAL SANTA RITA DE CASSIA - VITORIA - ES,28137925000106,"R$729.262,35",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ013 AV FARMA ASSISTENCIA E SERVICOS FARMACEUTICOS - RIO DE JANEIRO - RJ,03605534000130,"R$1.900.349,72",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ016 BRADESCO SAUDE - RIO DE JANEIRO - RJ,92693118000160,"R$19.701.582,18",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,RJ
CJ018 CABERJ - NITEROI - RJ,07844436000106,"R$201.654,30",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ020 CABERJ  - RIO DE JANEIRO - RJ,42182170000184,"R$150.089,84",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ021 CASSI - RIO DE JANEIRO - RJ,33719485001956,"R$2.579.310,22",BHEATRIZ M BRAND BAPTISTA,7 779 CAIO LEME DE SOUZA TIROTI,RJ
CJ024 CENTRAL CLINIC ONCO D'OR ABC - SAO PAULO - SP,02383508000494,"R$4.363,39",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,SP
CJ026 CECON CENTRO CAPIXABA DE ONCOLOGIA - VITORIA - ES,39315171000145,"R$24.195,71",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ028 CEMED CARE TIJUCA - RIO DE JANEIRO - RJ,07794623004896,"R$652.101,27",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ032 CTO - TRES RIOS - RJ,11813989000179,"R$1.356.764,08",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ033 CTO - PETROPOLIS - RJ,30638381000108,"R$1.209.790,48",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ036 CENTRON - CENTRO DE TRATAMENTO ONCOLOGICO - RIO DE JANEIRO - RJ,02864097000106,"R$69.858,75",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ045 CMS CENTRAL DE MANIPULACAO - BARRA DA TIJUCA - RJ,10479522000171,"R$395.374,29",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ046 COI CLINICAS ONCOLOGICAS INTEGRADAS - BARRA DA TIJUCA - RJ,39086160000130,"R$4.590.071,23",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ048 HOSPITAL SAO JOSE DO AVAI - ITAPERUNA - RJ,29640612000120,"R$1.060.147,01",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ050 DOM ONCOLOGIA - DIVINOPOLIS - MG,15420930000171,"R$1.233.381,77",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ051 CEMED CARE - DUQUE DE CAXIAS - RJ,07794623001102,"R$2.388,85",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ053 HOSPITAL SAMARITANO BOTAFOGO - RIO DE JANEIRO - RJ,29435005006160,"R$12.190,30",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ054 HOSPITAL PAULISTANO BELA VISTA - SAO PAULO - SP,51722957015708,"R$1.463.221,96",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ056 HOSPITAL VITORIA ANALIA FRANCO - SAO PAULO - SP,51722957015880,"R$17.442,02",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ057 HOSPITAL MADRE THEODORA - CAMPINAS - SP,29435005008456,"R$18.357,40",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ058 ESHO EMPRESA DE SERVICOS HOSPITALARES - SAO PAULO - SP,29435005009932,"R$476.906,17",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ059 HOSPITAL PROCARDIACO BOTAFOGO - RIO DE JANEIRO - RJ,29435005005198,"R$8.520,36",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ065 HOSPITAL RIO DOCE - LINHARES - ES,27836329000143,"R$573,47",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ066 FUNDACAO CRISTIANO VARELLA - MURIAE - MG,00961315000103,"R$1.626.712,07",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ068 FUNDAÇAO EDUCACIONAL SEVERINO SOMBRA - VASSOURAS - RJ,32410037000184,"R$30.215,97",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ071 HOSPITAL FELICIO ROCHO - BELO HORIZONTE - MG,17214149000176,"R$11.049.032,19",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ072 HOSPITAL E MATERNIDADE SAO JOSE DE COLATINA - ES,27502715000107,"R$141.900,38",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ075 ASSIM SAUDE - RIO DE JANEIRO - RJ,31925548000176,"R$200.877,92",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ078 AMERICAS MEDICAL CITY  HOSPITAL SAMARITANO,08100676002102,"R$48.287,23",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CJ082 HOSPITAL COPA D'OR STAR - RIO DE JANEIRO - RJ,06047087002697,"R$6.724,26",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ083 HOSPITAL DE CLINICAS DE JACAREPAGUA - RJ,34058123000103,"R$1.193,77",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ084 HOSPITAL BARRA D'OR - RIO DE JANEIRO - RJ,02284062000521,"R$16.804,26",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ085 HINJA - VOLTA REDONDA - RJ,32513459000185,"R$334.184,34",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ087 HOSPITAL MATER DEI SA SANTO AGOSTINHO - BELO HORIZONTE - MG,16676520000159,"R$2.327.858,54",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ088 HOSPITAL MATER DEI SA BARRO PRETO - BELO HORIZONTE - MG,16676520000582,"R$2.321.785,42",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ089 HOSPITAL MERIDIONAL DE SAO MATEUS - CAPARINA - ES,10427478000156,"R$988.595,02",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ090 HOSPITAL MERIDIONAL CARIACICA - ES,00625711000151,"R$939.317,51",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ091 HOSPITAL PRAIA DA COSTA - VILA VELHA - ES,39298922000162,"R$170.957,51",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,ES
CJ096 HOSPITAL ADVENTISTA SILVESTRE - RIO DE JANEIRO - RJ,73696718000219,"R$19.906,83",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ099 I.O.M. - MACAE - RJ,04965920000103,"R$620.096,32",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ102 SANTA CASA DE MISERICORDIA DE RIO CLARO - SP,56384183000140,"R$987.008,03",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ104 HOSPITAL DOUTOR BADIM - TIJUCA - RJ,27901222000131,"R$161.936,14",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ106 MEDCLINICA DO CENTRO DE TERESOPOLIS - RJ,36238913000198,"R$587.615,80",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ109 HOSPITAL PASTEUR - RIO DE JANEIRO - RJ,51722957015961,"R$10.483,25",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,RJ
CJ110 MUTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO - RJ,30460075000116,"R$18.963,79",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,RJ
CJ118 ONCO & HEMATO SERVICOS MEDICOS - VITORIA - ES,01420861000272,"R$153.483,10",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,ES
CJ129 ONKO SOL ASSISTENCIA MEDICA ONCOLOGICA - CABO FRIO - RJ,04703117000192,"R$1.823.416,35",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ130 GARANTIA DE SAUDE BOTAFOGO - RIO DE JANEIRO - RJ,02774736000142,"R$3.545.916,99",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ1330 QUALITY HEALTH CARE - BRASILIA - DF,13604595000136,"R$275.843,07",CARTEIRA INTERNA,16 CARTEIRA INTERNA- PONTUAL FARMACÊUTICA,DF
CJ1334 UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MEDICO - MG,21839519000561,"R$406.336,60",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1339 HOSPITAL 22 DE OUTUBRO - MOGI MIRIM - SP,05770973000123,"R$496.308,59",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1355 UNIMED BLUMENAU - SC,82624776000651,"R$122.028,42",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ1357 UNIMED DE OURINHOS COOPERATIVA DE TRABALHO MEDICO - OURINHOS - SP,51427540000600,"R$126.747,58",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ1364 SAO FRANCISCO VIDA - JACAREI - SP,14946109000120,"R$1.764.555,99",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1381 UNIMED SUL PAULISTA ITAPETININGA - SP,57149775000574,"R$195.298,06",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ139 SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI - MG,24729097000136,"R$891.074,87",MATEUS AUGUSTO LEME CRISPIM,6 785 JONATHAN REZENDE SERVICOS LTDA,MG
CJ1398 ASSOCIAÇAO DOS FORNECEDORES DE CANA DE PIRACICABA - SP,54384631000261,"R$2.387.500,35",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
CJ1429 HOSPITAL DONA HELENA - JOINVILLE - SC,84694405000167,"R$1.903.096,24",MATEUS AUGUSTO LEME CRISPIM,23 SETOR SC,SC
CJ144 HOSPITAL SIRIO LIBANES BELA VISTA - SAO PAULO - SP,61590410000124,"R$29.713.069,12",BRUNA FARIA SÁ,13 COMERCIAL CAROLINE SOUSA LTDA,SP
CJ146 SOLAR CUIDADOS E SERVICOS EM SAUDE BARRA DA TIJUCA - RJ,30579706000110,"R$531,91",ADRIANA PIRES DE ARAUJO,24 SANTANA CONSULTORIA EMPRESARIAL LTDA,RJ
CJ148 HOSPITAL SAO PAULO - ARARAQUARA - SP,45272366001553,"R$7.519.776,70",Vanusa Garcia Da Silva,14 ANDRÉ- AVOC CONSULTORIA,SP
CJ149 HOSPITAL UNIMED ARARAS - SP,54012406000385,"R$2.152.920,80",ANA CAROLINE DA SILVA XAVIER,21 LUCAS GUILHERME ZANCANELLA BERALDO,SP
